Année,Semestre,Région mondiale,Pays,Division administrative,Maladie,Génotype/sérotype/sous-type,Catégorie animale,Event_id,Espèce,Outbreak_id,Nouveaux foyers,Sensibles,Unités de mesure,Cas,Mis à mort et éliminés,Abattus/mis a mort à des fins commerciales,Morts,Vaccinés
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Mpumalanga","Tuberculose bovine (-2018)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,12,10,0,2,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Mpumalanga","Tuberculose bovine (-2018)","",Tous,-,"",-,17,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Mpumalanga","Typhose aviaire","",Domestique,-,"Oiseaux",-,-,24000,Animal,9,0,0,9,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Mpumalanga","Typhose aviaire","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Anaplasmose bovine","",Domestique,-,"Bovins",-,-,1630,Animal,26,2,0,4,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Anaplasmose bovine","",Tous,-,"",-,10,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Babésiose bovine","",Domestique,-,"Bovins",-,-,-,Animal,120,0,0,88,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Babésiose bovine","",Tous,-,"",-,18,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Brucella abortus (Inf. à)","",Domestique,-,"Bovins",-,-,-,Animal,589,20,0,0,3366
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Brucella abortus (Inf. à)","",Domestique,-,"Ovins",-,-,-,Animal,1,0,0,0,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Brucella abortus (Inf. à)","",Tous,-,"",-,104,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Cowdriose","",Domestique,-,"Bovins",-,-,-,Animal,3,0,0,1,11
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Cowdriose","",Domestique,-,"Ovins",-,-,-,Animal,1,0,0,1,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Cowdriose","",Tous,-,"",-,4,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Dermatose nodulaire contagieuse (Inf. par le virus de la)","",Domestique,-,"Bovins",-,-,-,Animal,27,0,0,0,3079
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Dermatose nodulaire contagieuse (Inf. par le virus de la)","",Tous,-,"",-,6,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Fièvre catarrhale ovine (Inf. par le virus de la)","",Domestique,-,"Ovins",-,-,-,Animal,6,0,0,0,60
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Fièvre catarrhale ovine (Inf. par le virus de la)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Domestique,-,"Ovins",-,-,2491,Animal,433,6,0,432,3481
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Domestique,-,"Bovins",-,-,992,Animal,10,0,0,7,3026
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Domestique,-,"Buffles",-,-,-,Animal,1,0,0,1,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Tous,-,"",-,15,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Maladie de Newcastle  (Inf. par le virus de la)","",Domestique,-,"Oiseaux",-,-,-,Animal,101,0,0,78,38
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Maladie de Newcastle  (Inf. par le virus de la)","",Tous,-,"",-,2,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Peste équine  (Inf. par le virus de la)","not sampled",Domestique,-,"Equidés",-,-,-,Animal,7,0,0,3,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Peste équine  (Inf. par le virus de la)","not sampled",Tous,-,"",-,6,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Pestivirus bovins (Diarrhée virale bovine) (Inf. par des)","",Domestique,-,"Bovins",-,-,-,Animal,3,0,0,0,129
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Pestivirus bovins (Diarrhée virale bovine) (Inf. par des)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Rage (Inf. par le virus de la)","",Domestique,-,"Chiens",-,-,-,Animal,1,0,0,1,448
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Rage (Inf. par le virus de la)","",Domestique,-,"Chats",-,-,-,Animal,1,0,0,1,16
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Rage (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,2,0,0,2,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Rage (Inf. par le virus de la)","",Tous,-,"",-,4,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Rhinotrachéite infectieuse bovine/vulvovaginite pustuleuse infectieuse","",Domestique,-,"Bovins",-,-,-,Animal,24,0,0,3,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Rhinotrachéite infectieuse bovine/vulvovaginite pustuleuse infectieuse","",Tous,-,"",-,2,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Taenia solium (Inf. à) (Cysticercose porcine)","",Domestique,-,"Suidés",-,-,-,Animal,1,1,0,0,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Taenia solium (Inf. à) (Cysticercose porcine)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Theileria equi et Babesia caballi (Inf. à) (Piroplasmose équine)","",Domestique,-,"Equidés",-,-,-,Animal,1,0,0,0,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"North West Province","Theileria equi et Babesia caballi (Inf. à) (Piroplasmose équine)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Brucella abortus (Inf. à)","",Domestique,-,"Bovins",-,-,-,Animal,43,1,0,0,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Brucella abortus (Inf. à)","",Tous,-,"",-,3,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Campylobactériose génitale bovine","",Domestique,-,"Bovins",-,-,-,Animal,2,0,0,0,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Campylobactériose génitale bovine","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Épididymite ovine (Brucella ovis)","",Domestique,-,"Ovins",-,-,103,Animal,70,41,0,0,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Épididymite ovine (Brucella ovis)","",Tous,-,"",-,20,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Domestique,-,"Ovins",-,-,29888,Animal,833,0,0,816,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Domestique,-,"Bovins",-,-,6342,Animal,39,1,0,32,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Domestique,-,"Ovins et caprins (cheptel mixte)",-,-,1760,Animal,124,0,0,99,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Domestique,-,"Caprins",-,-,1242,Animal,13,0,0,5,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Domestique,-,"Buffles",-,-,146,Animal,3,0,0,3,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Domestique,-,"Camélidés",-,-,4,Animal,0,0,0,0,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,9792,Animal,16,0,0,16,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Tous,-,"",-,130,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Peste équine  (Inf. par le virus de la)","not sampled",Domestique,-,"Equidés",-,-,3,Animal,3,0,0,0,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Peste équine  (Inf. par le virus de la)","not sampled",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Rage (Inf. par le virus de la)","",Domestique,-,"Chats",-,-,-,Animal,1,0,0,1,65
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Rage (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,2,0,0,2,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Rage (Inf. par le virus de la)","",Tous,-,"",-,3,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Rhinotrachéite infectieuse bovine/vulvovaginite pustuleuse infectieuse","",Domestique,-,"Bovins",-,-,102,Animal,4,0,0,0,2
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Rhinotrachéite infectieuse bovine/vulvovaginite pustuleuse infectieuse","",Tous,-,"",-,2,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Trichomonose","",Domestique,-,"Bovins",-,-,-,Animal,1,0,0,0,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Northern Cape Province","Trichomonose","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Anaplasmose bovine","",Domestique,-,"Bovins",-,-,1733,Animal,27,0,0,3,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Anaplasmose bovine","",Tous,-,"",-,2,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Babésiose bovine","",Domestique,-,"Bovins",-,-,944,Animal,95,0,0,28,96
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Babésiose bovine","",Tous,-,"",-,10,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Bronchite infectieuse aviaire","",Domestique,-,"Oiseaux",-,-,8000,Animal,3200,0,0,0,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Bronchite infectieuse aviaire","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Brucella abortus (Inf. à)","",Domestique,-,"Bovins",-,-,406,Animal,38,0,0,0,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Brucella abortus (Inf. à)","",Tous,-,"",-,2,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Cowdriose","",Domestique,-,"Bovins",-,-,67,Animal,12,0,0,12,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Cowdriose","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Dermatose nodulaire contagieuse (Inf. par le virus de la)","",Domestique,-,"Bovins",-,-,566,Animal,25,0,0,2,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Dermatose nodulaire contagieuse (Inf. par le virus de la)","",Tous,-,"",-,6,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Épididymite ovine (Brucella ovis)","",Domestique,-,"Ovins",-,-,35,Animal,1,1,0,0,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Épididymite ovine (Brucella ovis)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Fièvre catarrhale ovine (Inf. par le virus de la)","",Domestique,-,"Ovins",-,-,-,Animal,1020,0,0,13,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Fièvre catarrhale ovine (Inf. par le virus de la)","",Tous,-,"",-,3,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Domestique,-,"Ovins",-,-,11890,Animal,351,0,0,304,21255
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Domestique,-,"Bovins",-,-,5051,Animal,218,0,0,115,2193
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Domestique,-,"Camélidés",-,-,223,Animal,3,0,0,3,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Domestique,-,"Caprins",-,-,200,Animal,35,0,0,35,290
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,3,0,0,3,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Fièvre de la Vallée du Rift  (Inf. par le virus de la)","",Tous,-,"",-,32,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Maladie de Newcastle  (Inf. par le virus de la)","",Domestique,-,"Oiseaux",-,-,269,Animal,61,0,0,54,864
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Maladie de Newcastle  (Inf. par le virus de la)","",Tous,-,"",-,5,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Rage (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,-,Animal,4,1,0,3,0
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Rage (Inf. par le virus de la)","",Tous,-,"",-,4,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Rhinopneumonie équine (-2013)","",Domestique,-,"Equidés",-,-,40,Animal,1,0,0,1,-
2010,Jan-Jui 2010,Afrique,Afrique du Sud,"Western Cape Province","Rhinopneumonie équine (-2013)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Ain Defla","Fièvre catarrhale ovine (Inf. par le virus de la)","1",Domestique,-,"Bovins",-,-,-,Animal,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Ain Defla","Fièvre catarrhale ovine (Inf. par le virus de la)","1",Domestique,-,"Ovins",-,-,-,Animal,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Alger","Pullorose","",Domestique,-,"Oiseaux",-,-,1000,Animal,1000,200,0,800,0
2010,Jan-Jui 2010,Afrique,Algérie,"Alger","Pullorose","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Brucella abortus (Inf. à)","",Domestique,-,"Bovins",-,-,4435,Animal,547,0,547,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Brucella abortus (Inf. à)","",Tous,-,"",-,242,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Brucella melitensis (Inf. à)","",Domestique,-,"Caprins",-,-,6365,Animal,1778,0,1774,4,0
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Brucella melitensis (Inf. à)","",Tous,-,"",-,209,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Echinococcose/hydatidose","",Domestique,-,"Ovins",-,-,737122,Animal,20342,0,20342,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Echinococcose/hydatidose","",Domestique,-,"Bovins",-,-,141489,Animal,7201,0,7201,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Echinococcose/hydatidose","",Domestique,-,"Caprins",-,-,127606,Animal,2463,0,2463,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Echinococcose/hydatidose","",Domestique,-,"Camélidés",-,-,11798,Animal,178,0,178,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Echinococcose/hydatidose","",Domestique,-,"Equidés",-,-,1018,Animal,76,0,76,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Rage (Inf. par le virus de la)","",Domestique,-,"Ovins",-,-,4478,Animal,22,15,0,7,0
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Rage (Inf. par le virus de la)","",Domestique,-,"Bovins",-,-,1049,Animal,93,47,17,29,0
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Rage (Inf. par le virus de la)","",Domestique,-,"Caprins",-,-,748,Animal,8,3,0,5,0
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Rage (Inf. par le virus de la)","",Domestique,-,"Chiens",-,-,550,Animal,168,135,0,65,0
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Rage (Inf. par le virus de la)","",Domestique,-,"Equidés",-,-,93,Animal,28,15,0,13,0
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Rage (Inf. par le virus de la)","",Domestique,-,"Chats",-,-,53,Animal,12,6,0,6,0
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Rage (Inf. par le virus de la)","",Sauvage,-,"Faune sauvage (espèce non spécifiée)",-,-,1,Animal,1,1,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Rage (Inf. par le virus de la)","",Tous,-,"",-,313,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Tuberculose bovine (-2018)","",Domestique,-,"Bovins",-,-,729,Animal,105,0,105,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Algeria","Tuberculose bovine (-2018)","",Tous,-,"",-,49,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Batna","Clavelée et variole caprine","",Domestique,-,"Ovins",-,-,116,Animal,10,0,0,1,0
2010,Jan-Jui 2010,Afrique,Algérie,"Batna","Clavelée et variole caprine","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Bejaia","Leishmania spp. (Inf. à) (Leishmaniosis)","",Domestique,-,"Chiens",-,-,1,Animal,1,1,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Bejaia","Leishmania spp. (Inf. à) (Leishmaniosis)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Bejaia","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Domestique,-,"Abeilles",-,-,373,Hives,373,373,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Bejaia","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Tous,-,"",-,8,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Biskra","Clavelée et variole caprine","",Domestique,-,"Ovins",-,-,2378,Animal,70,0,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Biskra","Clavelée et variole caprine","",Tous,-,"",-,11,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Bouira","Leishmania spp. (Inf. à) (Leishmaniosis)","",Domestique,-,"Chiens",-,-,1,Animal,1,1,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Bouira","Leishmania spp. (Inf. à) (Leishmaniosis)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Bouira","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Domestique,-,"Abeilles",-,-,80,Hives,80,80,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Bouira","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Tous,-,"",-,2,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Chlef","Fièvre catarrhale ovine (Inf. par le virus de la)","1",Domestique,-,"Ovins",-,-,-,Animal,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Constantine","Clavelée et variole caprine","",Domestique,-,"Ovins",-,-,100,Animal,18,0,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Constantine","Clavelée et variole caprine","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Constantine","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Domestique,-,"Abeilles",-,-,85,Hives,85,85,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Constantine","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Tous,-,"",-,3,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Djelfa","Clavelée et variole caprine","",Domestique,-,"Ovins",-,-,700,Animal,30,0,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Djelfa","Clavelée et variole caprine","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"El Bayadh","Fièvre catarrhale ovine (Inf. par le virus de la)","4",Domestique,-,"Bovins",-,-,18,Animal,6,0,0,0,-
2010,Jan-Jui 2010,Afrique,Algérie,"El Bayadh","Fièvre catarrhale ovine (Inf. par le virus de la)","4",Tous,-,"",-,2,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Ghardaia","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Domestique,-,"Abeilles",-,-,3,Hives,3,3,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Ghardaia","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Khenchela","Clavelée et variole caprine","",Domestique,-,"Ovins",-,-,724,Animal,44,0,2,1,0
2010,Jan-Jui 2010,Afrique,Algérie,"Khenchela","Clavelée et variole caprine","",Tous,-,"",-,4,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Khenchela","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Domestique,-,"Abeilles",-,-,620,Hives,620,620,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Khenchela","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Tous,-,"",-,9,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Laghouat","Paenibacillus larvae (Inf. des abeilles mellifères à) (Loque américaine)","",Domestique,-,"Abeilles",-,-,58,Hives,58,58,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Laghouat","Paenibacillus larvae (Inf. des abeilles mellifères à) (Loque américaine)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Laghouat","Pullorose","",Domestique,-,"Oiseaux",-,-,2300,Animal,2300,900,0,1400,0
2010,Jan-Jui 2010,Afrique,Algérie,"Laghouat","Pullorose","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Laghouat","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Domestique,-,"Abeilles",-,-,100,Hives,100,100,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Laghouat","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"M'Sila","Clavelée et variole caprine","",Domestique,-,"Ovins",-,-,250,Animal,10,0,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"M'Sila","Clavelée et variole caprine","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Mascara","Leishmania spp. (Inf. à) (Leishmaniosis)","",Domestique,-,"Chiens",-,-,3,Animal,1,1,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Mascara","Leishmania spp. (Inf. à) (Leishmaniosis)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Mascara","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Domestique,-,"Abeilles",-,-,15,Hives,15,15,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Mascara","Varroa spp. (Inf. des abeilles mellifères par) (Varroose)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Mostaganem","Leishmania spp. (Inf. à) (Leishmaniosis)","",Domestique,-,"Chiens",-,-,5,Animal,2,2,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Mostaganem","Leishmania spp. (Inf. à) (Leishmaniosis)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Relizane","Leishmania spp. (Inf. à) (Leishmaniosis)","",Domestique,-,"Chiens",-,-,1,Animal,1,1,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Relizane","Leishmania spp. (Inf. à) (Leishmaniosis)","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Setif","Clavelée et variole caprine","",Domestique,-,"Ovins",-,-,500,Animal,4,0,0,0,0
2010,Jan-Jui 2010,Afrique,Algérie,"Setif","Clavelée et variole caprine","",Tous,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Tiaret","Fièvre catarrhale ovine (Inf. par le virus de la)","1",Domestique,-,"Bovins",-,-,-,Animal,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Tiaret","Fièvre catarrhale ovine (Inf. par le virus de la)","1",Domestique,-,"Ovins",-,-,-,Animal,-,-,-,-,-
2010,Jan-Jui 2010,Afrique,Algérie,"Tiaret","Leishmania spp. (Inf. à) (Leishmaniosis)","",Domestique,-,"Chiens",-,-,1,Animal,1,1,0,0,0
